parent	child
R-HSA-192105	R-HSA-193807
R-HSA-193639	R-HSA-209543
R-HSA-193639	R-HSA-209560
R-HSA-193697	R-HSA-193634
R-HSA-193697	R-HSA-209563
R-HSA-193704	R-HSA-193639
R-HSA-193704	R-HSA-193670
R-HSA-193704	R-HSA-193681
R-HSA-193704	R-HSA-193692
R-HSA-193704	R-HSA-193697
R-HSA-193704	R-HSA-204998
R-HSA-193704	R-HSA-205017
R-HSA-194068	R-HSA-159418
R-HSA-194068	R-HSA-192105
R-HSA-194138	R-HSA-194306
R-HSA-194138	R-HSA-194313
R-HSA-194138	R-HSA-4420097
R-HSA-194313	R-HSA-195399
R-HSA-194315	R-HSA-195258
R-HSA-194315	R-HSA-9012999
R-HSA-194441	R-HSA-191859
R-HSA-195253	R-HSA-196299
R-HSA-195253	R-HSA-4641265
R-HSA-195258	R-HSA-5625740
R-HSA-195258	R-HSA-5625900
R-HSA-195258	R-HSA-5625970
R-HSA-195258	R-HSA-5626467
R-HSA-195258	R-HSA-5627083
R-HSA-195258	R-HSA-5627117
R-HSA-195258	R-HSA-5627123
R-HSA-195258	R-HSA-5663213
R-HSA-195258	R-HSA-5663220
R-HSA-195258	R-HSA-5666185
R-HSA-195258	R-HSA-5668599
R-HSA-195721	R-HSA-195253
R-HSA-195721	R-HSA-201681
R-HSA-195721	R-HSA-3238698
R-HSA-195721	R-HSA-3858494
R-HSA-196071	R-HSA-193048
R-HSA-196071	R-HSA-193144
R-HSA-196071	R-HSA-193993
R-HSA-196071	R-HSA-194002
R-HSA-196071	R-HSA-196108
R-HSA-196741	R-HSA-9758881
R-HSA-196741	R-HSA-9758890
R-HSA-196741	R-HSA-9759218
R-HSA-196807	R-HSA-197264
R-HSA-196849	R-HSA-196741
R-HSA-196849	R-HSA-196757
R-HSA-196849	R-HSA-196780
R-HSA-196849	R-HSA-196807
R-HSA-196849	R-HSA-196819
R-HSA-196849	R-HSA-196836
R-HSA-196849	R-HSA-196843
R-HSA-196849	R-HSA-199220
R-HSA-196849	R-HSA-947581
R-HSA-196849	R-HSA-964975
R-HSA-196854	R-HSA-196849
R-HSA-196854	R-HSA-6806667
R-HSA-196854	R-HSA-8978934
R-HSA-1980143	R-HSA-2122947
R-HSA-1980143	R-HSA-2122948
R-HSA-1980145	R-HSA-2197563
R-HSA-1980145	R-HSA-2979096
R-HSA-198725	R-HSA-198753
R-HSA-198725	R-HSA-199920
R-HSA-198725	R-HSA-9031628
R-HSA-198753	R-HSA-202670
R-HSA-199220	R-HSA-196783
R-HSA-199418	R-HSA-6811558
R-HSA-199977	R-HSA-204005
R-HSA-199977	R-HSA-5694530
R-HSA-199977	R-HSA-6807878
R-HSA-199991	R-HSA-1445148
R-HSA-199991	R-HSA-157858
R-HSA-199991	R-HSA-199977
R-HSA-199991	R-HSA-199992
R-HSA-199991	R-HSA-6811442
R-HSA-199991	R-HSA-8856828
R-HSA-199991	R-HSA-9007101
R-HSA-199991	R-HSA-917729
R-HSA-199992	R-HSA-432720
R-HSA-199992	R-HSA-432722
R-HSA-201556	R-HSA-9701898
R-HSA-201681	R-HSA-201688
R-HSA-201681	R-HSA-201722
R-HSA-201681	R-HSA-3769402
R-HSA-201681	R-HSA-3772470
R-HSA-201681	R-HSA-4641257
R-HSA-201681	R-HSA-4641258
R-HSA-201681	R-HSA-4641262
R-HSA-201681	R-HSA-4641263
R-HSA-201681	R-HSA-5368598
R-HSA-201722	R-HSA-4411364
R-HSA-202131	R-HSA-203615
R-HSA-202131	R-HSA-203641
R-HSA-202131	R-HSA-203754
R-HSA-2022090	R-HSA-2214320
R-HSA-2022090	R-HSA-2243919
R-HSA-202403	R-HSA-202424
R-HSA-202403	R-HSA-202427
R-HSA-202403	R-HSA-202430
R-HSA-202403	R-HSA-202433
R-HSA-202733	R-HSA-210990
R-HSA-202733	R-HSA-210991
R-HSA-202733	R-HSA-210993
R-HSA-2029480	R-HSA-2029481
R-HSA-2029480	R-HSA-2029482
R-HSA-2029480	R-HSA-2029485
R-HSA-2033514	R-HSA-1839130
R-HSA-2033514	R-HSA-2033515
R-HSA-2033514	R-HSA-8853334
R-HSA-2046104	R-HSA-2046105
R-HSA-2046104	R-HSA-2046106
R-HSA-204998	R-HSA-193648
R-HSA-204998	R-HSA-205025
R-HSA-204998	R-HSA-205043
R-HSA-209776	R-HSA-209905
R-HSA-209776	R-HSA-209931
R-HSA-209776	R-HSA-209968
R-HSA-209952	R-HSA-209822
R-HSA-209968	R-HSA-350864
R-HSA-210745	R-HSA-211163
R-HSA-211000	R-HSA-203927
R-HSA-211000	R-HSA-426486
R-HSA-211000	R-HSA-426496
R-HSA-211000	R-HSA-5578749
R-HSA-211000	R-HSA-5601884
R-HSA-211000	R-HSA-9708296
R-HSA-211859	R-HSA-156580
R-HSA-211859	R-HSA-211945
R-HSA-211859	R-HSA-5423646
R-HSA-211897	R-HSA-211916
R-HSA-211897	R-HSA-211935
R-HSA-211897	R-HSA-211958
R-HSA-211897	R-HSA-211976
R-HSA-211897	R-HSA-211979
R-HSA-211897	R-HSA-211981
R-HSA-211945	R-HSA-140179
R-HSA-211945	R-HSA-140180
R-HSA-211945	R-HSA-211897
R-HSA-211945	R-HSA-217271
R-HSA-211945	R-HSA-71384
R-HSA-211945	R-HSA-8937144
R-HSA-211976	R-HSA-211994
R-HSA-211981	R-HSA-211957
R-HSA-211981	R-HSA-211999
R-HSA-212165	R-HSA-212300
R-HSA-212165	R-HSA-5221030
R-HSA-212165	R-HSA-5250913
R-HSA-212165	R-HSA-5250941
R-HSA-212165	R-HSA-5334118
R-HSA-212436	R-HSA-2032785
R-HSA-212436	R-HSA-2173793
R-HSA-212436	R-HSA-350054
R-HSA-212436	R-HSA-3700989
R-HSA-212436	R-HSA-383280
R-HSA-212436	R-HSA-8853884
R-HSA-212436	R-HSA-8864260
R-HSA-212436	R-HSA-8878159
R-HSA-212436	R-HSA-8878166
R-HSA-212436	R-HSA-8878171
R-HSA-212436	R-HSA-8953750
R-HSA-212436	R-HSA-8986944
R-HSA-212436	R-HSA-9614085
R-HSA-2142753	R-HSA-2142670
R-HSA-2142753	R-HSA-2142688
R-HSA-2142753	R-HSA-2142691
R-HSA-2142753	R-HSA-2142696
R-HSA-2142753	R-HSA-2142712
R-HSA-2142753	R-HSA-2142770
R-HSA-2142753	R-HSA-2142816
R-HSA-2142753	R-HSA-2162123
R-HSA-2142845	R-HSA-2142850
R-HSA-2142845	R-HSA-2160916
R-HSA-2161522	R-HSA-2161517
R-HSA-2161522	R-HSA-2161541
R-HSA-2172127	R-HSA-2424491
R-HSA-2173782	R-HSA-2168880
R-HSA-2173782	R-HSA-3000471
R-HSA-2173782	R-HSA-3000480
R-HSA-2173782	R-HSA-3000484
R-HSA-2173782	R-HSA-3000497
R-HSA-2173789	R-HSA-2173788
R-HSA-2173793	R-HSA-2173795
R-HSA-2173793	R-HSA-2173796
R-HSA-2187338	R-HSA-2187335
R-HSA-2187338	R-HSA-2453902
R-HSA-2187338	R-HSA-2514856
R-HSA-2187338	R-HSA-975634
R-HSA-2206281	R-HSA-2206280
R-HSA-2206281	R-HSA-2206282
R-HSA-2206281	R-HSA-2206285
R-HSA-2206281	R-HSA-2206290
R-HSA-2206281	R-HSA-2206291
R-HSA-2206281	R-HSA-2206292
R-HSA-2206281	R-HSA-2206296
R-HSA-2206281	R-HSA-2206302
R-HSA-2206281	R-HSA-2206305
R-HSA-2206281	R-HSA-2206307
R-HSA-2206281	R-HSA-2206308
R-HSA-2219528	R-HSA-2219530
R-HSA-2219528	R-HSA-5674400
R-HSA-2219528	R-HSA-5674404
R-HSA-2262752	R-HSA-1234174
R-HSA-2262752	R-HSA-2559583
R-HSA-2262752	R-HSA-3371497
R-HSA-2262752	R-HSA-3371556
R-HSA-2262752	R-HSA-381119
R-HSA-2262752	R-HSA-9648895
R-HSA-2262752	R-HSA-9707616
R-HSA-2262752	R-HSA-9711097
R-HSA-2262752	R-HSA-9711123
R-HSA-2404192	R-HSA-2428924
R-HSA-2408522	R-HSA-2408499
R-HSA-2408522	R-HSA-2408508
R-HSA-2408522	R-HSA-2408550
R-HSA-2408522	R-HSA-2408552
R-HSA-2408522	R-HSA-2408557
R-HSA-2408522	R-HSA-5263617
R-HSA-2428924	R-HSA-2428928
R-HSA-2428924	R-HSA-2428933
R-HSA-2428928	R-HSA-112399
R-HSA-2453864	R-HSA-2466712
R-HSA-2453902	R-HSA-2466712
R-HSA-2454202	R-HSA-2730905
R-HSA-2454202	R-HSA-2871796
R-HSA-2454202	R-HSA-2871809
R-HSA-2454202	R-HSA-2871837
R-HSA-2474795	R-HSA-2453864
R-HSA-2474795	R-HSA-6809583
R-HSA-2514856	R-HSA-2485179
R-HSA-2514856	R-HSA-2514859
R-HSA-2555396	R-HSA-68881
R-HSA-2555396	R-HSA-68882
R-HSA-2559583	R-HSA-2559580
R-HSA-2559583	R-HSA-2559582
R-HSA-2559583	R-HSA-2559585
R-HSA-2559583	R-HSA-2559586
R-HSA-2559586	R-HSA-2559584
R-HSA-2644602	R-HSA-2644606
R-HSA-2644603	R-HSA-2644602
R-HSA-2644603	R-HSA-2644605
R-HSA-2644603	R-HSA-2660825
R-HSA-2644603	R-HSA-2691230
R-HSA-2644603	R-HSA-2894858
R-HSA-2644605	R-HSA-2644607
R-HSA-2660825	R-HSA-2660826
R-HSA-2672351	R-HSA-3295583
R-HSA-2682334	R-HSA-3928662
R-HSA-2682334	R-HSA-3928663
R-HSA-2682334	R-HSA-3928664
R-HSA-2682334	R-HSA-3928665
R-HSA-2691230	R-HSA-2691232
R-HSA-2894858	R-HSA-2894862
R-HSA-2980736	R-HSA-2022377
R-HSA-2980736	R-HSA-209952
R-HSA-2980736	R-HSA-264876
R-HSA-2980736	R-HSA-400508
R-HSA-2980736	R-HSA-422085
R-HSA-2980766	R-HSA-2980767
R-HSA-2980766	R-HSA-3301854
R-HSA-2980766	R-HSA-4419969
R-HSA-2990846	R-HSA-3108232
R-HSA-2990846	R-HSA-3215018
R-HSA-2995410	R-HSA-2995383
R-HSA-2995410	R-HSA-9615933
R-HSA-2995410	R-HSA-9668328
R-HSA-3000171	R-HSA-3000170
R-HSA-3108232	R-HSA-3108214
R-HSA-3108232	R-HSA-3232118
R-HSA-3108232	R-HSA-3232142
R-HSA-3108232	R-HSA-3899300
R-HSA-3108232	R-HSA-4085377
R-HSA-3108232	R-HSA-4090294
R-HSA-3108232	R-HSA-4551638
R-HSA-3108232	R-HSA-4570464
R-HSA-3108232	R-HSA-4615885
R-HSA-3108232	R-HSA-4655427
R-HSA-3108232	R-HSA-4755510
R-HSA-3134975	R-HSA-3248023
R-HSA-3215018	R-HSA-3065676
R-HSA-3215018	R-HSA-3065678
R-HSA-3215018	R-HSA-3065679
R-HSA-3229121	R-HSA-3229133
R-HSA-3229121	R-HSA-3274531
R-HSA-3229121	R-HSA-3282872
R-HSA-3229121	R-HSA-3785653
R-HSA-3229121	R-HSA-3814836
R-HSA-3229121	R-HSA-3828062
R-HSA-3229121	R-HSA-3858516
R-HSA-3229121	R-HSA-3878781
R-HSA-3229121	R-HSA-5357609
R-HSA-3247509	R-HSA-3214815
R-HSA-3247509	R-HSA-3214841
R-HSA-3247509	R-HSA-3214842
R-HSA-3247509	R-HSA-3214847
R-HSA-3247509	R-HSA-3214858
R-HSA-3296469	R-HSA-3359454
R-HSA-3296469	R-HSA-3359457
R-HSA-3296469	R-HSA-3359462
R-HSA-3296469	R-HSA-3359463
R-HSA-3296469	R-HSA-3359467
R-HSA-3296469	R-HSA-3359469
R-HSA-3296469	R-HSA-3359471
R-HSA-3296469	R-HSA-3359473
R-HSA-3296469	R-HSA-3359474
R-HSA-3296469	R-HSA-3359475
R-HSA-3296469	R-HSA-3359485
R-HSA-3296469	R-HSA-5683329
R-HSA-3296482	R-HSA-3296469
R-HSA-3296482	R-HSA-3323169
R-HSA-3304347	R-HSA-3311021
R-HSA-3304349	R-HSA-3304356
R-HSA-3304349	R-HSA-3315487
R-HSA-3304351	R-HSA-3304347
R-HSA-3304351	R-HSA-3304349
R-HSA-3304351	R-HSA-3642278
R-HSA-3304351	R-HSA-3656534
R-HSA-3323169	R-HSA-3371598
R-HSA-3323169	R-HSA-3371599
R-HSA-3371556	R-HSA-3371453
R-HSA-3371556	R-HSA-3371511
R-HSA-3371556	R-HSA-3371571
R-HSA-3371571	R-HSA-3371568
R-HSA-351202	R-HSA-350562
R-HSA-351202	R-HSA-351143
R-HSA-351202	R-HSA-351200
R-HSA-354192	R-HSA-354194
R-HSA-354192	R-HSA-372708
R-HSA-3560782	R-HSA-3560783
R-HSA-3560782	R-HSA-3560792
R-HSA-3560782	R-HSA-3560796
R-HSA-3560782	R-HSA-3560801
R-HSA-3560782	R-HSA-3595172
R-HSA-3560782	R-HSA-3595174
R-HSA-3560782	R-HSA-3595177
R-HSA-3560782	R-HSA-3656225
R-HSA-3560782	R-HSA-3656234
R-HSA-3560782	R-HSA-3656237
R-HSA-3560782	R-HSA-3656243
R-HSA-3560782	R-HSA-3656244
R-HSA-3560782	R-HSA-3656248
R-HSA-3560782	R-HSA-3656253
R-HSA-3560782	R-HSA-4420332
R-HSA-3642278	R-HSA-3642279
R-HSA-3642278	R-HSA-3645790
R-HSA-3656534	R-HSA-3656532
R-HSA-3656534	R-HSA-3656535
R-HSA-3700989	R-HSA-5628897
R-HSA-3700989	R-HSA-5633007
R-HSA-3700989	R-HSA-5633008
R-HSA-3700989	R-HSA-6791312
R-HSA-3700989	R-HSA-6796648
R-HSA-372790	R-HSA-388396
R-HSA-372790	R-HSA-500792
R-HSA-373076	R-HSA-3296197
R-HSA-373076	R-HSA-375276
R-HSA-373076	R-HSA-375280
R-HSA-373076	R-HSA-375281
R-HSA-373076	R-HSA-391903
R-HSA-373076	R-HSA-418038
R-HSA-373076	R-HSA-419408
R-HSA-373076	R-HSA-419771
R-HSA-373076	R-HSA-444209
R-HSA-373080	R-HSA-419812
R-HSA-373080	R-HSA-420092
R-HSA-373752	R-HSA-376172
R-HSA-373752	R-HSA-418885
R-HSA-373752	R-HSA-418886
R-HSA-373752	R-HSA-418890
R-HSA-373755	R-HSA-399954
R-HSA-373755	R-HSA-399955
R-HSA-373755	R-HSA-399956
R-HSA-373755	R-HSA-400685
R-HSA-373755	R-HSA-416700
R-HSA-373760	R-HSA-437239
R-HSA-373760	R-HSA-445095
R-HSA-373760	R-HSA-445144
R-HSA-373760	R-HSA-447038
R-HSA-373760	R-HSA-447041
R-HSA-373760	R-HSA-447043
R-HSA-375165	R-HSA-419037
R-HSA-375276	R-HSA-380095
R-HSA-375276	R-HSA-380108
R-HSA-375276	R-HSA-388479
R-HSA-375276	R-HSA-389397
R-HSA-375276	R-HSA-444473
R-HSA-375276	R-HSA-444821
R-HSA-375280	R-HSA-390648
R-HSA-375280	R-HSA-390650
R-HSA-375280	R-HSA-390651
R-HSA-375280	R-HSA-390666
R-HSA-375280	R-HSA-390696
R-HSA-376176	R-HSA-428540
R-HSA-376176	R-HSA-428542
R-HSA-376176	R-HSA-428543
R-HSA-376176	R-HSA-428890
R-HSA-376176	R-HSA-8985586
R-HSA-376176	R-HSA-8985801
R-HSA-376176	R-HSA-9010553
R-HSA-376176	R-HSA-9010642
R-HSA-3781860	R-HSA-4341670
R-HSA-3781860	R-HSA-4549349
R-HSA-3781860	R-HSA-4549356
R-HSA-3781860	R-HSA-4549380
R-HSA-3781860	R-HSA-4551295
R-HSA-3781860	R-HSA-4570571
R-HSA-3781860	R-HSA-4687000
R-HSA-3781860	R-HSA-4720454
R-HSA-3781860	R-HSA-4720475
R-HSA-3781860	R-HSA-4720489
R-HSA-3781860	R-HSA-4724289
R-HSA-3781860	R-HSA-4724325
R-HSA-3781860	R-HSA-4793950
R-HSA-3781860	R-HSA-4793952
R-HSA-3781860	R-HSA-4793953
R-HSA-3781860	R-HSA-4793954
R-HSA-3781860	R-HSA-5633231
R-HSA-3781865	R-HSA-3560782
R-HSA-3781865	R-HSA-3781860
R-HSA-3781865	R-HSA-3906995
R-HSA-3781865	R-HSA-5609975
R-HSA-379401	R-HSA-379397
R-HSA-379401	R-HSA-379398
R-HSA-379724	R-HSA-379716
R-HSA-379724	R-HSA-379726
R-HSA-380284	R-HSA-380259
R-HSA-380287	R-HSA-380270
R-HSA-380287	R-HSA-380284
R-HSA-380615	R-HSA-380612
R-HSA-381033	R-HSA-381183
R-HSA-381042	R-HSA-380994
R-HSA-381070	R-HSA-381038
R-HSA-381119	R-HSA-381033
R-HSA-381119	R-HSA-381042
R-HSA-381119	R-HSA-381070
R-HSA-381119	R-HSA-8874211
R-HSA-381753	R-HSA-9752946
R-HSA-382551	R-HSA-1480926
R-HSA-382551	R-HSA-174824
R-HSA-382551	R-HSA-382556
R-HSA-382551	R-HSA-425407
R-HSA-382551	R-HSA-445717
R-HSA-382551	R-HSA-5223345
R-HSA-382551	R-HSA-8949215
R-HSA-382551	R-HSA-8981607
R-HSA-382551	R-HSA-917937
R-HSA-382551	R-HSA-983712
R-HSA-382556	R-HSA-1369007
R-HSA-382556	R-HSA-1369062
R-HSA-3858494	R-HSA-4086398
R-HSA-3858494	R-HSA-4086400
R-HSA-388396	R-HSA-397795
R-HSA-388396	R-HSA-416476
R-HSA-388396	R-HSA-416482
R-HSA-388396	R-HSA-418555
R-HSA-388396	R-HSA-418594
R-HSA-388396	R-HSA-418597
R-HSA-388841	R-HSA-389356
R-HSA-388841	R-HSA-389513
R-HSA-388841	R-HSA-389948
R-HSA-389356	R-HSA-389357
R-HSA-389356	R-HSA-389359
R-HSA-389661	R-HSA-6783984
R-HSA-389958	R-HSA-389957
R-HSA-389958	R-HSA-389960
R-HSA-389958	R-HSA-390450
R-HSA-390466	R-HSA-389958
R-HSA-390466	R-HSA-390471
R-HSA-390466	R-HSA-6814122
R-HSA-3906995	R-HSA-5083625
R-HSA-3906995	R-HSA-5083627
R-HSA-3906995	R-HSA-5083628
R-HSA-3906995	R-HSA-5083629
R-HSA-3906995	R-HSA-5083630
R-HSA-3906995	R-HSA-5083632
R-HSA-3906995	R-HSA-5083633
R-HSA-3906995	R-HSA-5083635
R-HSA-3906995	R-HSA-5083636
R-HSA-390918	R-HSA-389599
R-HSA-390918	R-HSA-389887
R-HSA-390918	R-HSA-390247
R-HSA-391251	R-HSA-389977
R-HSA-391251	R-HSA-390466
R-HSA-391903	R-HSA-391906
R-HSA-391903	R-HSA-391908
R-HSA-392154	R-HSA-418457
R-HSA-392499	R-HSA-2980736
R-HSA-392499	R-HSA-381426
R-HSA-392499	R-HSA-391251
R-HSA-392499	R-HSA-5676934
R-HSA-392499	R-HSA-5683826
R-HSA-392499	R-HSA-597592
R-HSA-392499	R-HSA-72766
R-HSA-392499	R-HSA-977225
R-HSA-392518	R-HSA-392170
R-HSA-392518	R-HSA-418592
R-HSA-392518	R-HSA-428930
R-HSA-397014	R-HSA-390522
R-HSA-397014	R-HSA-445355
R-HSA-397014	R-HSA-5576891
R-HSA-397795	R-HSA-392451
R-HSA-397795	R-HSA-418217
R-HSA-397795	R-HSA-8964315
R-HSA-397795	R-HSA-8964616
R-HSA-399719	R-HSA-416993
R-HSA-399721	R-HSA-399710
R-HSA-399721	R-HSA-399719
R-HSA-400206	R-HSA-1989781
R-HSA-400253	R-HSA-1368071
R-HSA-400253	R-HSA-1368082
R-HSA-400253	R-HSA-1368108
R-HSA-400451	R-HSA-434313
R-HSA-400451	R-HSA-434316
R-HSA-400508	R-HSA-381771
R-HSA-400508	R-HSA-400511
R-HSA-400685	R-HSA-416550
R-HSA-400685	R-HSA-416572
R-HSA-4086400	R-HSA-4608870
R-HSA-4086400	R-HSA-5099900
R-HSA-4086400	R-HSA-5140745
R-HSA-416476	R-HSA-114508
R-HSA-416476	R-HSA-881907
R-HSA-418038	R-HSA-417957
R-HSA-418038	R-HSA-417973
R-HSA-418346	R-HSA-392154
R-HSA-418346	R-HSA-392851
R-HSA-418346	R-HSA-418360
R-HSA-418346	R-HSA-432142
R-HSA-418360	R-HSA-139853
R-HSA-418360	R-HSA-418359
R-HSA-418555	R-HSA-9634597
R-HSA-418594	R-HSA-111885
R-HSA-418990	R-HSA-420597
R-HSA-421270	R-HSA-373756
R-HSA-421270	R-HSA-418990
R-HSA-421270	R-HSA-420029
R-HSA-422356	R-HSA-381676
R-HSA-422356	R-HSA-399997
R-HSA-422356	R-HSA-400042
R-HSA-422356	R-HSA-400451
R-HSA-422475	R-HSA-2682334
R-HSA-422475	R-HSA-373752
R-HSA-422475	R-HSA-373755
R-HSA-422475	R-HSA-373760
R-HSA-422475	R-HSA-375165
R-HSA-422475	R-HSA-376176
R-HSA-422475	R-HSA-8853659
R-HSA-422475	R-HSA-8866376
R-HSA-425366	R-HSA-425410
R-HSA-425366	R-HSA-429593
R-HSA-425366	R-HSA-433137
R-HSA-425366	R-HSA-433692
R-HSA-425366	R-HSA-442660
R-HSA-425366	R-HSA-444411
R-HSA-425366	R-HSA-549132
R-HSA-425393	R-HSA-352230
R-HSA-425393	R-HSA-425381
R-HSA-425393	R-HSA-425561
R-HSA-425393	R-HSA-425986
R-HSA-425393	R-HSA-426117
R-HSA-425393	R-HSA-427601
R-HSA-425393	R-HSA-427652
R-HSA-425393	R-HSA-427975
R-HSA-425393	R-HSA-428559
R-HSA-425393	R-HSA-428643
R-HSA-425397	R-HSA-727802
R-HSA-425397	R-HSA-804914
R-HSA-425397	R-HSA-83936
R-HSA-425397	R-HSA-879518
R-HSA-425407	R-HSA-189200
R-HSA-425407	R-HSA-425366
R-HSA-425407	R-HSA-425393
R-HSA-425407	R-HSA-425397
R-HSA-425410	R-HSA-435354
R-HSA-427652	R-HSA-427589
R-HSA-428157	R-HSA-1660661
R-HSA-428157	R-HSA-1660662
R-HSA-429914	R-HSA-429947
R-HSA-429914	R-HSA-429958
R-HSA-429914	R-HSA-430039
R-HSA-435354	R-HSA-435368
R-HSA-435354	R-HSA-442380
R-HSA-438064	R-HSA-442720
R-HSA-438064	R-HSA-442729
R-HSA-438064	R-HSA-442742
R-HSA-438064	R-HSA-9619229
R-HSA-438064	R-HSA-9619483
R-HSA-438064	R-HSA-9620244
R-HSA-4420097	R-HSA-5218920
R-HSA-4420097	R-HSA-5218921
R-HSA-442742	R-HSA-442982
R-HSA-442742	R-HSA-444257
R-HSA-442755	R-HSA-438064
R-HSA-442755	R-HSA-438066
R-HSA-442755	R-HSA-9609736
R-HSA-442755	R-HSA-9617324
R-HSA-445717	R-HSA-432030
R-HSA-445717	R-HSA-432040
R-HSA-445717	R-HSA-432047
R-HSA-445989	R-HSA-9758274
R-HSA-446193	R-HSA-446219
R-HSA-446203	R-HSA-446193
R-HSA-446203	R-HSA-532668
R-HSA-446203	R-HSA-948021
R-HSA-446219	R-HSA-162699
R-HSA-446219	R-HSA-4085001
R-HSA-446219	R-HSA-446199
R-HSA-446219	R-HSA-446205
R-HSA-446219	R-HSA-446210
R-HSA-446219	R-HSA-480985
R-HSA-446219	R-HSA-6787639
R-HSA-446353	R-HSA-446343
R-HSA-446353	R-HSA-446388
R-HSA-446652	R-HSA-448706
R-HSA-446652	R-HSA-9007892
R-HSA-446652	R-HSA-9008059
R-HSA-446652	R-HSA-9012546
R-HSA-446652	R-HSA-9014826
R-HSA-446652	R-HSA-9014843
R-HSA-446652	R-HSA-9020702
R-HSA-446728	R-HSA-421270
R-HSA-446728	R-HSA-446107
R-HSA-446728	R-HSA-446353
R-HSA-447115	R-HSA-8984722
R-HSA-447115	R-HSA-9020591
R-HSA-447115	R-HSA-9020933
R-HSA-447115	R-HSA-9020956
R-HSA-448424	R-HSA-450294
R-HSA-449147	R-HSA-1266695
R-HSA-449147	R-HSA-446652
R-HSA-449147	R-HSA-447115
R-HSA-449147	R-HSA-448424
R-HSA-449147	R-HSA-449836
R-HSA-449147	R-HSA-451927
R-HSA-449147	R-HSA-512988
R-HSA-449147	R-HSA-6783589
R-HSA-449147	R-HSA-6783783
R-HSA-449147	R-HSA-6785807
R-HSA-449147	R-HSA-8854691
R-HSA-450282	R-HSA-198753
R-HSA-450282	R-HSA-199920
R-HSA-450282	R-HSA-450341
R-HSA-450294	R-HSA-450282
R-HSA-450294	R-HSA-450302
R-HSA-450294	R-HSA-450321
R-HSA-450294	R-HSA-5684264
R-HSA-450531	R-HSA-450385
R-HSA-450531	R-HSA-450408
R-HSA-450531	R-HSA-450513
R-HSA-450531	R-HSA-450520
R-HSA-450531	R-HSA-450604
